NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 4568;R PRF NEY MARQUES,    54, ED CAMPO BELO, APT 603 - ZONA 07 - MARINGA - PR ;25965;4;
Cliente Ficticio 4569;R FLOR DE LIS,    11 - FEU ROSA - SERRA - ES ;16691;4;
Cliente Ficticio 4570;AV OSVALDO ARANHA,  1376, APT 102 - BOM FIM - PORTO ALEGRE - RS ;34548;4;
Cliente Ficticio 4571;R TARCON,   200 - JARDIM ADELFIORE - SAO PAULO - SP ;5864;4;
Cliente Ficticio 4572;R LUIS VAZ DE CAMOES,   225, CASA FRENTE - JARDIM ANA ROSA - TAUBATE - SP ;9198;4;
Cliente Ficticio 4574;R ALCIDES MOREIRA DE PAULA,    20 - JARDIM REPUBLICA - SAO JOSE DOS CAMPOS - SP ;9707;4;
Cliente Ficticio 4575;EST PAU-FERRO,   204, BL 4, APT 306 - PECHINCHA - RIO DE JANEIRO - RJ ;42106;4;
Cliente Ficticio 4576;AV MIRO VETORAZZO,  1000, BL 4, APT 104 - DEMARCHI - SAO BERNARDO DO CAMPO - SP ;12992;4;
Cliente Ficticio 4577;R CONGO,   282 - VILA IPIRANGA - PORTO ALEGRE - RS ;23562;4;
Cliente Ficticio 4578;R CEL FAWCETT,   365 - VILA MORAES - SAO PAULO - SP ;14350;4;
Cliente Ficticio 4579;R FLAVIO HUMBERTO RIBIZZI,   222, BL D, APT 16 - JARDIM ENSEADA - GUARUJA - SP ;24141;4;
Cliente Ficticio 4580;R JOAO PESSOA,  1446 - LOTEAMENTO PLANALTO DO SOL - SANTA BARBARA D OESTE - SP ;6978;4;
Cliente Ficticio 4581;AV DR EPITACIO PESSOA,   131, BL A, APT 142 - BOQUEIRAO - SANTOS - SP ;64026;4;
Cliente Ficticio 4583;R ESTEVES JUNIOR,   545, BL A, APT 1004 - CENTRO - FLORIANOPOLIS - SC ;27327;4;
Cliente Ficticio 4584;AV DR THEODORO QUARTIM BARBOSA,  1759 - RETIRO DA MANTIQUEIRA - CRUZEIRO - SP ;6911;4;
Cliente Ficticio 4585;R CAVATTON,   122 - VILA CAVATON - SAO PAULO - SP ;25395;4;
Cliente Ficticio 4587;R SD JOSE VICENTE DE PAULA,    46, CASA 1 - PARQUE NOVO MUNDO - SAO PAULO - SP ;19153;4;
Cliente Ficticio 4588;R LISSES MELGACO,   217, CASA 1 - PARQUE ANCHIETA - RIO DE JANEIRO - RJ ;478;4;
Cliente Ficticio 4589;RUA ANTONIO RAPOSO TAVARES,6 - DOM PEDRO - MANAUS - AM ;72671;4;
Cliente Ficticio 4590;R PORTO VELHO,    81, CASA 2 - ROCHDALE - OSASCO - SP ;12561;4;
Cliente Ficticio 4591;R PROGRESSO,1021,BL 2, APART 305 - SERRARIA - MACEIO - AL ;6343;4;
Cliente Ficticio 4592;R ALAGOAS,  1175 - JARDIM ALVORADA - MARINGA - PR ;28547;4;
Cliente Ficticio 4593;R EUBEIA,    20 - JARDIM SANTO ANTONIO - SANTO ANDRE - SP ;18859;4;
Cliente Ficticio 4594;TV BENEDITO BENEDETI,    26, CASA 02 - REMEDIOS - OSASCO - SP ;10926;4;
Cliente Ficticio 4595;R PEDRO GRASSI,   251 - ROSELE - ARACATUBA - SP ;20980;4;
Cliente Ficticio 4597;R OSCAR PINHEIRO COELHO,132,CASA 1 - CAXINGUI - SAO PAULO - SP ;4424;4;
Cliente Ficticio 4598;R ARNALDO CINTRA,   190, BL B, APT 135 - VILA MOREIRA - SAO PAULO - SP ;27680;4;
Cliente Ficticio 4599;R PEDRO BRESSAN,    35 - PARQUE RESIDENCIAL IGUATEMI - ARARAQUARA - SP ;17570;4;
Cliente Ficticio 4600;R MUNIZ DE SOUSA,   888, SALA 2 - ACLIMACAO - SAO PAULO - SP ;10583;4;
Cliente Ficticio 4601;R GONCALVES LEDO,   436 - JD A L DIAS - ARARAS - SP ;23545;4;
Cliente Ficticio 4602;R PAPA JOAO XXIII,   131 - POCAO - CUIABA - MT ;7348;4;
Cliente Ficticio 4603;R PARATIBA,15,CASA 3 - JARDIM NORDESTE - SAO PAULO - SP ;20353;4;
Cliente Ficticio 4604;R ACACIO VASCONCELOS,   129 - PARQUE JABAQUARA - SAO PAULO - SP ;1939;4;
Cliente Ficticio 4605;R DIRCE,   179, VL 6, CS 4 - PARQUE DOS CAMARGOS - BARUERI - SP ;5006;4;
Cliente Ficticio 4606;R MARILIA,   400,   SN - JARDIM ITACOLOMI - MOGI GUACU - SP ;23389;4;
Cliente Ficticio 4607;R DAS PITANGUEIRAS,   296, CASA 2 - TABOAO - DIADEMA - SP ;9793;4;
Cliente Ficticio 4608;R ROBERTO FERNANDES,   220, BL SABIA, APT 63 - VILA SILVA RIBEIRO - CARAPICUIBA - SP ;7266;4;
Cliente Ficticio 4609;R DINAMARCA,   728 - JARDIM PAULISTANO - AMERICANA - SP ;27047;4;
Cliente Ficticio 4610;R VENANCIO AIRES,  1126, APT 401 - CENTRO - SANTA MARIA - RS ;23991;4;
Cliente Ficticio 4612;AV CASSIOPEIA,   961 - JARDIM SATELITE - SAO JOSE DOS CAMPOS - SP ;32380;4;
Cliente Ficticio 4613;R DOS TOROROS,1402 - LAGOA NOVA - NATAL - RN ;9290;4;
Cliente Ficticio 4615;R CARMEM FERRAZ SILVA,   225 - LOTEAMENTO SANTA ROSA - PIRACICABA - SP ;21145;4;
Cliente Ficticio 4616;R EUGENIO GUISARD,255 - VILA SAO GERALDO - TAUBATE - SP ;17480;4;
Cliente Ficticio 4617;R EUGENIO LEITE DA CRUZ,93 - JARDIM JATOBA - SOROCABA - SP ;26240;4;
Cliente Ficticio 4619;R CANDOCA,72,TV DA RUA VERTENTE - VILA CONSTANCA - SAO PAULO - SP ;23141;4;
Cliente Ficticio 4620;R DOS MANACAS,   365 - JARDIM IPE PINHEIRO - MOGI GUACU - SP ;4248;4;
Cliente Ficticio 4621;AV SEN VERGUEIRO,  3727, CASA FUNDOS - ANCHIETA - SAO BERNARDO DO CAMPO - SP ;22725;4;
Cliente Ficticio 4622;R DR ANGELO PERNAMBUCO,    21 - JARDIM ERMIDA II - JUNDIAI - SP ;11490;4;
Cliente Ficticio 4623;TV ANGELO MARTINS,    68 - POCO - MACEIO - AL ;45340;4;
Cliente Ficticio 4624;R CAICARA,   402, CASA 1 - IRAJA - RIO DE JANEIRO - RJ ;6116;4;
Cliente Ficticio 4625;R CNSO ZENHA,    76, APT 101 - TIJUCA - RIO DE JANEIRO - RJ ;23045;4;
Cliente Ficticio 4627;R TRIUNFO,   130 - DONA AUGUSTA - CAMPO BOM - RS ;20350;4;
Cliente Ficticio 4628;R INACIO KARPINSKI,  1410, BL 1, APT 31 - BONSUCESSO - GUARAPUAVA - PR ;17773;4;
Cliente Ficticio 4629;R MARIA CAMURI DA ROCHA,   174 - MORADA DO SOL - AMERICANA - SP ;13094;4;
Cliente Ficticio 4630;R GUIRATINGA,   299, CASA 4 - CHACARA INGLESA - SAO PAULO - SP ;13333;4;
Cliente Ficticio 4631;R AGUA SANTA,   428 - VILA SAO SEBASTIAO - FRANCA - SP ;14313;4;
Cliente Ficticio 4633;R JOSE PEREZ,    95 - PARQUE DAS VARINHAS - MOGI DAS CRUZES - SP ;22140;4;
Cliente Ficticio 4634;R VSC DE TAMANDARE,   755, APT 104 - AMERICANO - LAJEADO - RS ;7716;4;
Cliente Ficticio 4635;AV SATURNINO DE BRITO,  1152, APT 306 - VILA JARDIM - PORTO ALEGRE - RS ;36288;4;
Cliente Ficticio 4636;R BERNARDO DOS SANTOS,    10, BL OMEGA, APT 61 - JARDIM OLYMPIA - SAO PAULO - SP ;25066;4;
Cliente Ficticio 4637;R DR ZUQUIM,  1782, APT 182 - SANTANA - SAO PAULO - SP ;15102;4;
Cliente Ficticio 4638;QNP, QD 34, CJ J, LT 16 - CEILANDIA - BRASILIA - DF ;19820;4;
Cliente Ficticio 4639;R AVINHADO,276,CASA 5 - VILA NOVA CURUCA - SAO PAULO - SP ;15809;4;
Cliente Ficticio 4641;R MANOEL SYLVESTRE DE FREITAS FILHO,    75, BL F, APT 307 - JARDIM NOVA EUROPA - CAMPINAS - SP ;18945;4;
Cliente Ficticio 4642;R RIACHUELO,   215, SALA A - CENTRO - JAU - SP ;5289;4;
Cliente Ficticio 4643;R MARIA PAIS DE BARROS,   503, CASA 1 - VILA MARARI - SAO PAULO - SP ;34431;4;
Cliente Ficticio 4644;AV MAL TITO,  2518, CASA 1 - SAO MIGUEL PAULISTA - SAO PAULO - SP ;14465;4;
Cliente Ficticio 4645;R BR DA PEDRA NEGRA,   365, APT 101 - CENTRO - TAUBATE - SP ;25416;4;
Cliente Ficticio 4647;AV NOSSA SENHORA APARECIDA,2214,CASA DA FRENTE - SAO JOAO - SERTAOZINHO - SP ;21736;4;
Cliente Ficticio 4648;R ARQ RAFFAELLO BERTI,   730 - MANGABEIRAS - BELO HORIZONTE - MG ;36952;4;
Cliente Ficticio 4649;R OLIMPIO PORTUGAL,   240, APT 4 - MOOCA - SAO PAULO - SP ;47754;4;
Cliente Ficticio 4650;R JOAQUIM EDUARDO DE FARIAS,   209, BL C, APT 1904 - PONTA NEGRA - NATAL - RN ;15151;4;
Cliente Ficticio 4651;AC, QD 03, LT 20, APT 204 - RIACHO FUNDO I - BRASILIA - DF ;3120;4;
Cliente Ficticio 4652;AV GEN CAMARA,   274, APT 01 - LUDKE - CRUZ ALTA - RS ;2377;4;
Cliente Ficticio 4653;AV ELEONOR ROOSEVELT,   598, BL PORTO DE MÓS, APT 31 - SAO JORGE - SANTOS - SP ;3750;4;
Cliente Ficticio 4655;R GONCALVES LEDO,3,51 - CAMPO GRANDE - SANTOS - SP ;13615;4;
Cliente Ficticio 4656;R COSTA SENNA,  1401, CASA E - MONSENHOR MESSIAS - BELO HORIZONTE - MG ;14168;4;
Cliente Ficticio 4657;R DR GASPAR RICARDO,210,APT 22 - MARAPE - SANTOS - SP ;6366;4;
Cliente Ficticio 4658;R ALASKA, QD 14, - 10 - JARDIM TERRA BRANCA - BAURU - SP ;21190;4;
Cliente Ficticio 4660;R DA BICA,   410, BL D/SABIA, APT 184 - FREGUESIA DO O - SAO PAULO - SP ;26477;4;
Cliente Ficticio 4661;R DAS QUARESMEIRAS,    79 - NOVA PIRACICABA - PIRACICABA - SP ;15537;4;
Cliente Ficticio 4662;R BR DO AMAZONAS,   175 - CENTRO - BAGE - RS ;26937;4;
Cliente Ficticio 4663;R IBATINGUI,    90, CASA FUNDOS - MONTE VERDE - FLORIANOPOLIS - SC ;12426;4;
Cliente Ficticio 4664;R TROVAO,    63, - JARDIM BELA VISTA - GUARULHOS - SP ;37898;4;
Cliente Ficticio 4665;R TOMAS COELHO,    46, APT 301 - VILA ISABEL - RIO DE JANEIRO - RJ ;37341;4;
Cliente Ficticio 4666;AV SAPOPEMBA, 13370, BL 2, APT 96 - JARDIM ADUTORA - SAO PAULO - SP ;36280;4;
Cliente Ficticio 4667;R VSC DE FARIAS,    49, BL GUAIUMBI, APT 14 - CAMPO GRANDE - SANTOS - SP ;31826;4;
Cliente Ficticio 4685;R JOSE LUCIANO BARBOSA,108 - PARQUE SAO LUIS - TAUBATE - SP ;39254;4;
Cliente Ficticio 4686;R AFONSO BRAZ,   473, APT 34 - VILA NOVA CONCEICAO - SAO PAULO - SP ;20686;4;
Cliente Ficticio 4687;AL DOS CRAVOS,210 - JARDIM SIMUS - SOROCABA - SP ;32910;4;
Cliente Ficticio 4688;R STA CRUZ DO ESCALVADO,118 - JARDIM ONDINA - SAO PAULO - SP ;14741;4;
Cliente Ficticio 4689;R RODRIGUES DUARTE,   599 - VILA SANTA TEREZINHA - FRANCA - SP ;15815;4;
Cliente Ficticio 4691;R JOSE MARIA PINHEIRO LIMA,498 - XAXIM - CURITIBA - PR ;19995;4;
Cliente Ficticio 4692;R DOS GUARANIS,  1340 - JARDIM MARTINS - FRANCA - SP ;14924;4;
Cliente Ficticio 4693;R LIRIO BRANCO,85,CS 4 - RIO COMPRIDO - RIO DE JANEIRO - RJ ;18704;4;
Cliente Ficticio 4694;R DR JOAO BATISTA SOARES DE FARIA,    89, APT 73 - SANTANA - SAO PAULO - SP ;24353;4;
Cliente Ficticio 4695;R INDIA,   661 - PARQUE DAS NACOES - AMERICANA - SP ;29042;4;
Cliente Ficticio 4696;QN,320,CJ 4, LT1, APT205 - SAMAMBAIA SUL - BRASILIA - DF ;9260;4;
Cliente Ficticio 4697;R VINTE E CINCO DE DEZEMBRO,   240, CASA 1 - CANHEMA - DIADEMA - SP ;21339;4;
Cliente Ficticio 4698;R GEORGINA DE ALBUQUERQUE,   196 - PARQUE JABAQUARA - SAO PAULO - SP ;18416;4;
Cliente Ficticio 4699;R STO ANTONIO,   716, APT 803 - FLORESTA - PORTO ALEGRE - RS ;28734;4;
Cliente Ficticio 4700;R RIO PARU (RES V MELHOR), 99999, BL 143, QD 9, APT 104 - LAGOA AZUL - MANAUS - AM ;27530;4;
Cliente Ficticio 4701;R ITAPEVA,   240, CJ 1808 - BELA VISTA - SAO PAULO - SP ;15431;4;
Cliente Ficticio 4702;R DR ELISIO DE CASTRO,   336, APT 15 - VILA DOM PEDRO I - SAO PAULO - SP ;18115;4;
Cliente Ficticio 4703;R HELIO DE MORAIS REGO, 99999, QD E, LT 41 - SENADOR CAMARA - RIO DE JANEIRO - RJ ;9513;4;
Cliente Ficticio 4706;R ALM ALEXANDRINO,   630, APT 106 S - SANTA TERESA - RIO DE JANEIRO - RJ ;14830;4;
Cliente Ficticio 4707;R ZORAIDE EVA DAS DORES,100,CASA 01 - JARDIM MARILU - ITAPECERICA DA SERRA - SP ;151;4;
Cliente Ficticio 4708;R DR HOMERO COUTINHO,   405 - SAO DIMAS - GUARATINGUETA - SP ;19688;4;
Cliente Ficticio 4709;R PRF ALFREDO SEDALYRIO DE MORAES,56 - CONJUNTO SAO BENEDITO - JACAREI - SP ;4131;4;
Cliente Ficticio 4710;R JOAO CESAR MARIATH,    83 - JARDIM COLONIAL - SAO PAULO - SP ;14976;4;
Cliente Ficticio 4713;R EDUARDO CARLOS PEREIRA,  4125, BL 10B, APT 28 - NOVO MUNDO - CURITIBA - PR ;28511;4;
Cliente Ficticio 4714;PSG JOAO COBO,     6, CASA 1 - BONFIM - OSASCO - SP ;25148;4;
Cliente Ficticio 4715;AV FRANCISCO TREIN,   208, SALA 304 - CRISTO REDENTOR - PORTO ALEGRE - RS ;15442;4;
Cliente Ficticio 4716;R ICARAI,   877, APT 203 - CAICARAS - BELO HORIZONTE - MG ;19265;4;
Cliente Ficticio 4717;R DA FRATERNIDADE,    47 - VILA BATISTA - BRAGANCA PAULISTA - SP ;41160;4;
Cliente Ficticio 4718;R ANIBAL DOMINGOS PIRES,   537 - JARDIM SAO TOMAS - LONDRINA - PR ;19675;4;
Cliente Ficticio 4719;R DEP ATILIO DE ALMEIDA BARBOSA,   471 - BOA VISTA - CURITIBA - PR ;23406;4;
Cliente Ficticio 4720;R DAS CARNAUBAS,   441, BL ARAÇÁ, APT 202 - PASSARE - FORTALEZA - CE ;17324;4;
Cliente Ficticio 4721;R MARIO AGOSTINELLI,    55, BL 2, APT 502 - JACAREPAGUA - RIO DE JANEIRO - RJ ;33833;4;
Cliente Ficticio 4722;R 10,   298, QD B-06, LT 13/80, APT 1102 - SETOR OESTE - GOIANIA - GO ;22026;4;
Cliente Ficticio 4723;AV DR BERNARDINO DE CAMPOS,   426, BL CAETE, APT 81 - CAMPO GRANDE - SANTOS - SP ;19442;4;
Cliente Ficticio 4724;NORTE, AVN PAU BRASIL, LT 04, APT 1008 - NORTE (AGUAS CLARAS) - BRASILIA - DF ;21724;4;
Cliente Ficticio 4725;AV CNSO CARRAO,   854, APT 31 - CHACARA CALIFORNIA - SAO PAULO - SP ;4562;4;
Cliente Ficticio 4727;AV S MIGUEL,  2187 - VILA MARIETA - SAO PAULO - SP ;17941;4;
Cliente Ficticio 4728;R DR JOAQUIM GOMES DOS REIS,313 - CENTRO - JAU - SP ;13333;4;
Cliente Ficticio 4729;R NELSON RODRIGUES,    30, FT - COMPENSA - MANAUS - AM ;12490;4;
Cliente Ficticio 4730;R ATILIO CHIEREGATO,  2735 - JARDIM PULICANO - FRANCA - SP ;17615;4;
Cliente Ficticio 4735;R DOMINGOS AFONSO,   596 - VILA SANTA CLARA - SAO PAULO - SP ;14153;4;
Cliente Ficticio 4736;R WALDEMAR ROCHA,   358 - DOM BOSCO - BELO HORIZONTE - MG ;25975;4;
Cliente Ficticio 4737;R TITA RUFFO,   143 - CIDADE SAO MATEUS - SAO PAULO - SP ;21191;4;
Cliente Ficticio 4738;R HUMBERTO DE CAMPOS,790 - SAO JOSE - SAO CAETANO DO SUL - SP ;17386;4;
Cliente Ficticio 4739;R ELIZEU DI BERNARDI,   337, BL A, APT 206 - CAMPINAS - SAO JOSE - SC ;22460;4;
Cliente Ficticio 4741;R ELEUTERIO,   171, BL F, APT 21 - VILA CAMILOPOLIS - SANTO ANDRE - SP ;29873;4;
Cliente Ficticio 4742;R ZILDA DE SOUZA RIZZI,951 - JARDIM INTERLAGOS - RIBEIRAO PRETO - SP ;13468;4;
Cliente Ficticio 4743;R MAL FLORIANO PEIXOTO,   382 - CENTRO - MOGI DAS CRUZES - SP ;1941;4;
Cliente Ficticio 4744;R ENGUAGUACU,    33, BL A, APT 63 - PONTA DA PRAIA - SANTOS - SP ;18037;4;
Cliente Ficticio 4745;R SRG-MOR JOAO DE SOUZA,    32, CASA 02 - IPIRANGA - SAO PAULO - SP ;25956;4;
Cliente Ficticio 4746;AV BRAZ DE PINA,   611, APT 103 - PENHA CIRCULAR - RIO DE JANEIRO - RJ ;24658;4;
Cliente Ficticio 4747;R PERCILIO NETO,   131, APT 101 - VILA GUMERCINDO - SAO PAULO - SP ;34224;4;
Cliente Ficticio 4748;R ANDRADE NEVES,  1018, APT 401 - EXPOSICAO - CAXIAS DO SUL - RS ;28688;4;
Cliente Ficticio 4749;R CDOR CANTINHO,   455 - PENHA DE FRANCA - SAO PAULO - SP ;9431;4;
Cliente Ficticio 4750;R TORRES HOMEM,    67 - VILA ISABEL - RIO DE JANEIRO - RJ ;34089;4;
Cliente Ficticio 4751;R BAIA GRANDE,44 - VILA BELA - SAO PAULO - SP ;26224;4;
Cliente Ficticio 4752;SQN,302,BL G APT 503 - ASA NORTE - BRASILIA - DF ;47788;4;
Cliente Ficticio 4753;R ARMADILHO,   110 - JARDIM JAU (ZONA LESTE) - SAO PAULO - SP ;16211;4;
Cliente Ficticio 4754;R CORREIA DE LEMOS,   377, APT 104 - CHACARA INGLESA - SAO PAULO - SP ;25362;4;
Cliente Ficticio 4755;R ALCIDES DE FREITAS,   150 - JARDIM GUANABARA - RIO DE JANEIRO - RJ ;16124;4;
Cliente Ficticio 4756;R MARCELINA,   482 - VILA ROMANA - SAO PAULO - SP ;20372;4;
Cliente Ficticio 4758;R VAHIA DE ABREU,   144, BL A, APT 44 - BOQUEIRAO - SANTOS - SP ;8554;4;
Cliente Ficticio 4765;R JOAO RIBEIRO,126 - SANTA EFIGENIA - BELO HORIZONTE - MG ;17733;4;
Cliente Ficticio 4766;R JOSE RIBEIRO DA SILVA,  1027, RES MADRI, BL B, APT 01 - IPITANGA - LAURO DE FREITAS - BA ;17251;4;
Cliente Ficticio 4767;AV NIZIA FLORESTA, QD 43, LT 10, CASA 2 - JARDIM MIRABEL - GOIANIA - GO ;9835;4;
Cliente Ficticio 4768;R BORGES LAGOA,   908, APT 134 - VILA CLEMENTINO - SAO PAULO - SP ;22078;4;
Cliente Ficticio 4769;AV TORE ALBERT MUNCK,   445, BL 5, APT 523 - JARDIM LEONOR - COTIA - SP ;23965;4;
Cliente Ficticio 4770;R PAISSANDU,   364 - CENTRO - MOGI MIRIM - SP ;12568;4;
Cliente Ficticio 4771;R DR MARIO GATTI,    84, FD - VILA ZAT - SAO PAULO - SP ;23222;4;
Cliente Ficticio 4772;AV FURTADO DE MENDONCA,   666 - PARQUE COLONIAL - SAO PAULO - SP ;15708;4;
Cliente Ficticio 4773;R S-SRG JOSE MENDES LEAL, QD 8, - 29 - JD NOVA ESPERANCA - BAURU - SP ;18891;4;
Cliente Ficticio 4774;R GEN AUTO,   165, APT 203 - CENTRO HISTORICO - PORTO ALEGRE - RS ;24451;4;
Cliente Ficticio 4775;R DOMINGOS MONTEIRO,  3082 - MONTE CASTELO - TERESINA - PI ;12236;4;
Cliente Ficticio 4777;R ALVARO E ALBUQUERQUE,   104, APT 203 - PARQUE ANCHIETA - RIO DE JANEIRO - RJ ;26323;4;
Cliente Ficticio 4778;R MNS ANACLETO,    91, APT 61 - BRAS - SAO PAULO - SP ;38237;4;
Cliente Ficticio 4779;AV GUARAPIRANGA,  2616, BL 17, APT 34 - JARDIM FIGUEIRA GRANDE - SAO PAULO - SP ;22518;4;
Cliente Ficticio 4780;R DESP WILLIAM BIBIO,  2691 - SAO JOAO - TERESINA - PI ;12267;4;
Cliente Ficticio 4781;R VICENTE RODRIGUES,353,CASA 353 B - FAROLANDIA - ARACAJU - SE ;28429;4;
Cliente Ficticio 4782;R CAIMITO,    18 - VILA RICA - SAO PAULO - SP ;3398;4;
Cliente Ficticio 4783;CONDOMINIO VIVENDAS BELA VISTA, MD F, CASA 19 - GRANDE COLORADO (SOBRADINHO) - BRASILIA - DF ;21440;4;
Cliente Ficticio 4784;R PRF JOABER PEREIRA,    80, BL F, APT 401 - RUBEM BERTA - PORTO ALEGRE - RS ;7093;4;
Cliente Ficticio 4785;AL CANADA,     5 - CONJUNTO RESIDENCIAL IAPI - JUNDIAI - SP ;16048;4;
Cliente Ficticio 4786;R TANGANICA,   199 - PARQUE ORATORIO - SANTO ANDRE - SP ;19770;4;
Cliente Ficticio 4787;R EUGENIO DE FREITAS,   525, BL 2, APT 56 - VILA GUILHERME - SAO PAULO - SP ;24397;4;
Cliente Ficticio 4788;R DOS ABACATEIROS,   190, / A - TABOAO - DIADEMA - SP ;22782;4;
Cliente Ficticio 4789;R AUGUSTA MAGALHAES,    57 - VILA AGUA FUNDA - SAO PAULO - SP ;21618;4;
Cliente Ficticio 4790;R ECA DE QUEIROZ,114,AP 164 - VILA MARIANA - SAO PAULO - SP ;19152;4;
Cliente Ficticio 4791;AV SIRIUS,   536 - CRUZEIRO - CAXIAS DO SUL - RS ;33674;4;
Cliente Ficticio 4792;R OLHO DAGUA DO BORGES,    94, BL 2A, APT 54 - VILA SILVIA - SAO PAULO - SP ;10709;4;
Cliente Ficticio 4793;R ORLANDO BRANDAO,   355,   APTO 104 - ANO BOM - BARRA MANSA - RJ ;18191;4;
Cliente Ficticio 4794;AV CAP LUIZ BRANDAO,  1731 - JARDIM SANTA MARIA II - SAO CARLOS - SP ;14170;4;
Cliente Ficticio 4795;R EVA BLOCH,    17 - BOSQUE DA SAUDE - SAO PAULO - SP ;19052;4;
Cliente Ficticio 4796;QUADRA 203, CJ 15, LT 20 - RECANTO DAS EMAS - BRASILIA - DF ;35209;4;
Cliente Ficticio 4797;R MANOEL GUEDES SANTOS,   147 - VENDA NOVA - BELO HORIZONTE - MG ;15547;4;
Cliente Ficticio 4799;R FERDINANDO RUTINI,   495 - JARDIM SAO RICARDO - SAO PAULO - SP ;17362;4;
Cliente Ficticio 4800;TV EURICO COELHO,    73 - VILA AURORA - SAO JOSE DO RIO PRETO - SP ;22056;4;
Cliente Ficticio 4801;R MOURA BRASIL,    68, APT 503 - LARANJEIRAS - RIO DE JANEIRO - RJ ;27179;4;
Cliente Ficticio 4803;R FRANCISCO CRUZ,   142, ZEL - VILA MARIANA - SAO PAULO - SP ;10218;4;
Cliente Ficticio 4804;R ANGELO MARTON,   427 - MORADA DO SOL - AMERICANA - SP ;14438;4;
Cliente Ficticio 4805;R OITENTA E UM, QD 28, CASA 7 - CPA III - CUIABA - MT ;2052;4;
Cliente Ficticio 4806;R JAPURA,   109, BL 2, APT 417 - BELA VISTA - SAO PAULO - SP ;20360;4;
Cliente Ficticio 4807;R FLORESTA MIRANDA,   257, AP 502 - CENTRO - NOVA IGUACU - RJ ;33611;4;
Cliente Ficticio 4808;R PRETORIA,   661 - VILA FORMOSA - SAO PAULO - SP ;7578;4;
Cliente Ficticio 4809;R DIOGO DE SILVES,    75 - SITIO MORRO GRANDE - SAO PAULO - SP ;21062;4;
Cliente Ficticio 4810;R LUIS DE CAMOES,   114, BL A, APT 75 - VILA MATHIAS - SANTOS - SP ;48244;4;
Cliente Ficticio 4811;AV OURO VERDE DE MINAS,   737 - JARDIM IMPERADOR (ZONA LESTE) - SAO PAULO - SP ;19052;4;
Cliente Ficticio 4813;AV ITAOCA,2926,LJ - BONSUCESSO - RIO DE JANEIRO - RJ ;8490;4;
Cliente Ficticio 4814;R PRCA ISABEL,   188 - JARDIM PACAEMBU - PIRACICABA - SP ;21012;4;
Cliente Ficticio 4815;AV DR FERNANDO ARENS,   751 - CENTRO - ARTUR NOGUEIRA - SP ;13929;4;
Cliente Ficticio 4816;R RIBEIRAO DAS ALMAS,165 - VILA PALMEIRAS - SAO PAULO - SP ;5049;4;
Cliente Ficticio 4817;R PRFA OFELIA OSIAS,    61 - CASTELO BRANCO - JOAO PESSOA - PB ;8904;4;
Cliente Ficticio 4818;R PST AGENOR CALDEIRA DINIZ,  1008, CASA 4 - JARDIM IMPERADOR (ZONA LESTE) - SAO PAULO - SP ;4545;4;
Cliente Ficticio 4819;R OTAVIO CALEGARI,   129, CASA 01 - VILA ENGENHO NOVO - BARUERI - SP ;4544;4;
Cliente Ficticio 4820;R PARAIBA,    22 - ANA NERY - SANTA CRUZ DO SUL - RS ;26167;4;
Cliente Ficticio 4821;R TIMBIRAS,   598 - JD S FRANCISCO - SANTA BARBARA D OESTE - SP ;18420;4;
Cliente Ficticio 4822;R CELESTINO JUNIOR,371,CS - SAO FRANCISCO - CURITIBA - PR ;40185;4;
Cliente Ficticio 4823;AV ANTONIO MUNHOZ BONILHA,1079,CASA 4 - VILA PALMEIRAS - SAO PAULO - SP ;1975;4;
Cliente Ficticio 4824;R LEONEL BENOTTO,   103 - JARDIM PROGRESSO - AMERICANA - SP ;15812;4;
Cliente Ficticio 4825;R CEL LAERCIO DE OLIVEIRA,87,CASA 01 - VILA LIVIERO - SAO PAULO - SP ;19865;4;
Cliente Ficticio 4826;R DIAS DA SILVA,  1447 - VILA MARIA - SAO PAULO - SP ;44639;4;
Cliente Ficticio 4827;AV EDIBERTO ROQUE SFORSIN,739 - CONJUNTO HABITACIONAL ROQUE OR - BOTUCATU - SP ;2790;4;
Cliente Ficticio 4828;R JOSE ALVES,    61, CASA 2 - VILA EMIL - MESQUITA - RJ ;10697;4;
Cliente Ficticio 4829;ESTR DO MONTEIRO,545,BL 1 AP 10 - CAMPO GRANDE - RIO DE JANEIRO - RJ ;38542;4;
Cliente Ficticio 4830;AV GUAPORE,    55, APT 201 - PETROPOLIS - PORTO ALEGRE - RS ;29931;4;
Cliente Ficticio 4831;R ANA MARIA,   163 - JARDIM CASQUEIRO - CUBATAO - SP ;18931;4;
Cliente Ficticio 4832;R INACIO HIGINO,1170,PR COSTA CLUB 403 - PR COSTA - VILA VELHA - ES ;21776;4;
Cliente Ficticio 4833;R IRINEU DE BARROS SIQUEIRA,   113 - SANTA TEREZINHA - SANTO ANDRE - SP ;18408;4;
Cliente Ficticio 4835;AL JAUAPERI,   887, APT 44 - MOEMA - SAO PAULO - SP ;30618;4;
Cliente Ficticio 4836;R VINTE E QUATRO DE OUTUBRO,   285, FD - CENTRO-NORTE - CUIABA - MT ;11312;4;
Cliente Ficticio 4837;R OSWALD DE ANDRADE,14 - JORDANOPOLIS - SAO BERNARDO DO CAMPO - SP ;1935;4;
